Choir-Name,Path,Filename,<p>,Last Update
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,"2013:
Die  Mitarbeiterfeier, an der es galt  sechs Jubilare zu
ehren, eröffnete wie alle Jahre den musikalischen Teil unseres
Jahresprogrammes. Geehrt wurden Theo D. für 40 Jahre, Martin Z. und Leonhard M.
für 25 Jahre, Nicole Sch., Anna E. und Roman S.  für 20 Jahre. Zu den
alljährlichen Terminen kamen im vergangenen Jahr noch die Maifeier im
Gemeindehaus und eine Hochzeit in Hetzelsdorf und zwei Beerdigungen hinzu. Die
Sommerserenade bei schwülen 36° fand wegen der Hitze in der Kirche stand. 100
Besucher und 72 Aktive galt es zu verköstigen, leider setzte nach ca. einer
halben Stunde Regen ein, so dass die meisten Besucher nach Hause
gingen.  Nach der Sommerpause ging es gleich mit dem Erntedankfest
weiter. Auf der Taufe von Nehle Z. durfte der Posaunenchor ebenfalls spielen.
Zum Lichterzug, Totengedenkgottesdienst, dem Gottesdienst am ersten Advent,
Christkindlesmarkt, Wetzendorfer Advent, der Adventsfeier der ARGE fränkische
Volksmusik, Schnieglinger Advent,  Krippenspiel und Christvesper, kam am
4. Adventswochenende noch ein gemeinsames Konzert mit dem Polizeifrauenchor
Nürnberg und Hamburg in der Gustav-Adolf-Gedächtniskirche hinzu. Der
Schnieglinger Advent wurde in nun schon bewährter Weise wieder durch
Mitglieder der eigenen Gemeinde, verstärkt durch Paula und Georg M.,
durchgeführt.
",11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,2. Advent 2013St. MichaelFränkische Weihnacht ARGE Fränkische Volksmusik,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,"2014: Es
begann bereits am 5. Januar mit Orgelersatz und am 6.Januar mit einem Ständchen
für Paula K. in der Erlangener Unikinderklinik. Geburtstagsständchen bei Oma
Hen., Frank B. und Fritz S. sorgten für reichlich Einsätze bis zu unserem obligatorischem
Beginn, der Mitarbeiterfeier.  Ein Fotoshooting für die Homepage der
evangelischen Landeskirche im April, sorgte für Abwechslung im Chorleben. Am
14. April spielte der Chor vor dem Krankenzimmer von Fritz S., am 22. April ist
Fritz dann leider verstorben. Fritz S. ist in den Posaunenchor 1958 eingetreten
und war bis zu seinem Tod ein treuer  Bläserfreund. Der Chor begleitete
die Trauerfeier in der Versöhnungskirche und die Beisetzung auf dem
Westfriedhof.

Jubelkonfirmation und Vorbereitungswochenende in Sulzbürg waren die nächsten
Termine. Die Musiknacht mit der Band ""Feel Free"" lockte wieder ca.
250 Zuhörer in die Kirche und war wieder ein voller Erfolg. Den Zuhörern wurden
Fragen zu den per Zufallsgenerator ausgewählten Lieder gestellt und es gab
kleine Preise zu gewinnen. Der Chor durfte die kirchliche Hochzeit von Johanna
W. musikalisch gestalten. Mit Blasen am Westfriedhof und der Kirchweih ging es
in die Sommerpause.

Mit der Hochzeit von Caroline und Roman S. startete der Chor in die zweite
Jahreshälfte. Erntedankfest-Ständchen zum Abschied der langjährigen Leiterin
des Fisches, Lichterzug und Totengedenkgottesdienst waren die Termine im alten
Kirchenjahr. Zu den üblichen Terminen im Advent kam diesmal noch ein Auftritt
am Almoshofer Weihnachtsmarkt im Schloss Almoshof hinzu. Das Jahr endete wie es
begann, als Orgelersatz! 
",11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,Musiknacht 2014,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,Musiknacht mitFeel Freeund Projekt-Chor,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,2015,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,Maifest 2015,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,"Ehrung für50, 25 und 20 JahreMitgliedschaft beim Posaunenchor",11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,Sommer-SernademitDooser SängerundKirchenchor,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,2016,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,Musiknacht 2016mit Feel Free,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,mit StargastTobias,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,Posaunenchor Schniegling 2016,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,2017,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,Die Chorleiter des Posaunenchores der Evang. Luth. Versöhnungskirche Schniegling,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14006.html,1948 - 1950  Herr Pfarrer Neumeyer1950 - 1993  Herr Karl Pfann1993 - Januar 2003  Herr Paul Reinhardtseit Januar 2003 Herr Leonhard Meisinger,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,08.01.   19:30 Uhr   Jahresversammlung entfällt,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,04.02.   17:00 Uhr    Mitarbeiterfeier entfällt,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,18.03    10:00 Uhr Beerdigung Friedhof Poppenreuth ,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,17.04     05:00   Osternacht-Gottesdienst,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,26.05      11:00 Uhr   Gottesdienst zu Himmelfahrt der Knoblauchsländer Gemeinden       ,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,04.06     13:00 Uhr        Hochzeit in Peter und Paul Poppenreuth26.06     08:30 Uhr       Andacht Westfriedhof,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,03.07.    09:30 Uhr      Kirchweihgottesdienst im Pfarrgarten                           03.07.    17:00 Uhr      Standkonzert.8-10.7                          Landesposaunentag                                                 ,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html, 27.07    19:30 Uhr    Letzte Probe vor Sommerpause ,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,                                                                                Sommerpause.12.09.    19:30 Uhr    Erste Probe nach der Sommerpause..18.09      09:30 Uhr   Konfirmation   .25.09      09:30 Uhr   Jubelkonfirmation              ,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,02.10.    09:30 Uhr    Erntedankgottesdienst                                                                      ,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,11.11   18:00 Uhr   Lichterzug       ,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,20.11.    09:30 Uhr   Totengedenkgottesdienst    .                                                                                                                                        29.11.    09:30 Uhr    1. Advent Gottesdienst,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,             11.12     09:30 Uhr    Schnieglinger Advent          24.12     16:00 Uhr     Krippenspiel                  24.12      17:30 Uhr    Christvesper,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,                               Vorausschau 2023,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,14001.html,09.01.    19:30 Uhr       Jahreshauptversammlung ,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,4579.html,,11/06/2022 16:29:50
schniegling,../Domains/Domain_Mirror/schniegling/www.xn--posaunenchor-nrnberg-schniegling-lmd.de/,4579.html,"

Herzlich Willkommen auf der Homepage des Posaunenchores der Evang.-Luth.

Versöhnungskirche Nürnberg Schniegling.


Wir spielen Alte und Neue Bläsermusik, Choräle und Swingende Musik sowie
Volkslieder und als Mitglied der Arbeitsgemeinschaft Fränkische Volksmusik auch
deren Werke. Unsere Stammliteratur sind die Veröffentlichungen des Bayerischen
Posaunenchorverbandes in Nürnberg.

Wenn du musikalische Vorkenntnisse besitzt oder den Rhythmus im Blut hast, wenn
du dich in eine Gemeinschaft einbringen willst und Freude am gemeinsamen
Musizieren hast, kannst du bei uns zum Bläser für Trompete bzw. zum Posaunisten
ausgebildet werden.

Jeder, der im Raum Nürnberg wohnt, studiert, lernt oder arbeitet, ist herzlich
eingeladen mitzuspielen und sich in die Bläsergemeinschaft einzubringen.

Probe :  Montag 19:30 Uhr - 21:00 Uhr

                 Freitag
19:00 Uhr - 20:00 Uhr

Anschrift : Posaunenchor der Evang.-Luth. Versöhnungskirche Nürnberg

                   
Holsteiner Str. 15

                  
90427 Nürnberg

Kontakte:

Chorleiter: Leonhard Meisinger, Lehrberger Str. 72, 90431 Nürnberg, Tel.
0911/320738

Obmann: Harry Scholl, Wetzendorfer Str. 275, 90427 Nürnberg, Tel. 0911/397739




E-Mail: posaunenchor@versoehnungskirche-nuernberg.de           

",11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=686,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=689,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=749,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=850,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=959,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1005,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1070,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1229,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1277,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/author/sonja/page/4/,index.html,Lesen Sie weiter ,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/author/sonja/page/4/,index.html,"Adresse: Angerburger Str. 12, 90411 Nürnberg   1938 wurde mit dem Bau der Melanchthonkirche begonnen. Am 3. Advent 1940 konnte sie von Landesbischof D. Hans Meiser eingeweiht werden. Die von ihm gewidmete Bibel liegt noch heute auf dem Altar. Architekt war der im Dritten Reich hochangesehene Architekt Prof. German Bestelmeyer, der das Nürnberger Stadtbild durch […]",11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1155,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1124,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=678,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/gemeindebrief-april-2017/,index.html,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/category/gemeindebrief/page/4/,index.html,Lesen Sie weiter ,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/gemeindebrief-mai-2017/,index.html,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/gemeindebrief-juni-juli-2017/,index.html,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/gemeindebrief-august-september-2017/,index.html,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/gemeindebrief-oktober-2017/,index.html,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/gemeindebrief-november-2017/,index.html,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/gemeindebrief-dezember-2017-januar-2018/,index.html,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/gemeindebrief-juni-juli-2018/,index.html,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1306,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/gemeindebrief-august-september-2018/,index.html,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1336,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1400,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1444,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1504,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1542,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1565,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=1609,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/,index.html?p=2007,,11/06/2022 16:29:50
ziegelstein,../Domains/Domain_Mirror/ziegelstein/www.melanchthonkirche-ziegelstein.de/author/sonja/page/3/,index.html,Lesen Sie weiter ,11/06/2022 16:29:50
